cadet_id,grad_year,academic_major,is_ic,squadron,gpa,pea,avg_study_hours
C02833,2027,Economics,0,27,3.38,1.53,20.8
C00084,2027,History,0,25,2.58,2.27,17.6
C01033,2027,History,0,15,2.84,2.94,22.1
C02655,2027,Political Science,0,30,2.76,3.38,19.9
C03452,2027,Military & Strategic Studies,0,8,2.24,2.75,14.4
C02956,2027,Political Science,0,31,3.34,2.99,16
C00776,2027,Mathematical Sciences,0,10,2.2,2.8,20.1
C01719,2027,Astronautical Engineering,0,5,3.18,3.38,25.3
C01395,2027,Systems Engineering,0,12,4,2.33,18.3
C02998,2027,Economics,0,10,3.1,2.19,23.5
C03517,2027,Legal Studies,1,32,3.89,3.78,17.4
C03896,2027,Systems Engineering,0,11,3.06,2.19,20.8
C01791,2027,Philosophy,0,13,2.92,2.92,16.5
C01565,2027,Management,0,7,1.64,3.31,18.3
C02922,2027,Astronautical Engineering,0,14,2.66,2.94,21.1
C00447,2027,Aeronautical Engineering,0,40,3.14,2.98,23.2
C01331,2027,Data Science,0,23,3.09,2.66,13.5
C00413,2027,Aeronautical Engineering,0,34,3.15,4,16
C03939,2027,Political Science,1,19,3.68,3.7,20.1
C00422,2027,History,0,27,2.09,3.27,14.8
C01722,2027,History,0,26,2.88,3.67,16.5
C02134,2027,Political Science,0,10,2.86,3.47,18.5
C02709,2027,Physics,1,3,3.64,3.4,14.9
C00012,2027,Data Science,1,26,2.32,3.6,13.3
C01918,2027,Computer Science,1,21,3.82,3.77,19.3
C02347,2027,Political Science,0,40,2.14,2.77,15.4
C01287,2027,Biology,1,33,3.22,3.86,15.5
C01661,2027,Management,0,10,2.78,3.16,11.8
C01940,2027,Management,1,16,1.39,3.56,13.3
C03847,2027,Aeronautical Engineering,0,5,2.98,2.65,21.2
C01226,2027,Management,1,5,3.23,4,13.3
C03532,2027,Economics,0,18,3.01,2.36,18.3
C00303,2027,Management,0,20,2.45,3.33,11.5
C02096,2027,History,0,5,1.78,2.23,16.7
C01627,2027,Military & Strategic Studies,1,9,1.53,3.93,5.3
C00329,2027,Behavioral Sciences,1,35,3.06,4,13.2
C02862,2027,Political Science,1,3,3.68,3.95,12.8
C00391,2027,Meteorology,0,23,3.97,2.99,14.5
C01223,2027,Operations Research,1,14,3.27,3.71,19.7
C01351,2027,Management,0,24,2.76,3.1,17.3
C01921,2027,Data Science,0,34,3.02,2.76,17.4
C01254,2027,Meteorology,0,38,2.26,3.47,17.9
C03867,2027,Aeronautical Engineering,0,20,2.4,2.42,18.6
C00878,2027,Astronautical Engineering,0,4,3.66,3.49,21.1
C02464,2027,Meteorology,0,34,3.92,2.33,22.6
C01450,2027,Operations Research,0,33,3.24,3.32,20.8
C02242,2027,Mechanical Engineering,0,31,2.17,3.61,19.5
C01366,2027,Foreign Area Studies,0,38,3.6,3.09,17.6
C03105,2027,Cyber Science,0,9,3.54,3.17,17.1
C01241,2027,Biology,0,7,4,3.19,20.7
C00015,2027,Systems Engineering,1,8,2.32,4,18.2
C00259,2027,Cyber Science,0,4,2.96,2.7,16.9
C02730,2027,Cyber Science,0,25,3.82,2.95,21.7
C02715,2027,Operations Research,0,26,3.2,2.99,18
C01751,2027,Management,1,15,2.68,3.98,10.1
C03220,2027,Meteorology,0,13,2.15,3.09,17.7
C03706,2027,Mathematical Sciences,0,11,3.12,3.07,18.6
C02638,2027,Political Science,0,3,2.94,3.21,21.6
C01888,2027,Philosophy,0,34,2.62,1.46,19.8
C00193,2027,Aeronautical Engineering,1,32,4,4,18.1
C02667,2027,Legal Studies,0,28,1.41,3.65,20
C01086,2027,History,0,22,3.4,2.56,20.5
C01466,2027,Computer Science,0,17,3.73,3,21.5
C03056,2027,Management,0,18,2.46,4,16.1
C02455,2027,Computer Science,0,33,3.06,2.99,19.3
C01611,2027,Computer Science,0,14,2.38,3.01,20.7
C01545,2027,Management,0,15,3.77,2.74,9.8
C02481,2027,Management,0,28,2.44,2.62,14.1
C01602,2027,Chemistry,0,26,2.62,3.94,14.7
C00321,2027,Systems Engineering,0,6,2.85,3.53,19.2
C00127,2027,Philosophy,0,25,2.1,2.32,16.8
C00225,2027,Military & Strategic Studies,0,3,2.61,2.6,17.3
C02548,2027,Electrical & Computer Engineering,1,29,2.98,4,20.3
C02866,2027,Political Science,0,5,3.06,2.83,17.5
C01433,2027,Management,0,38,2.3,4,11.5
C03916,2027,Cyber Science,0,30,3.56,4,22.3
C03450,2027,Military & Strategic Studies,0,15,2.88,2.88,18.8
C01990,2027,English,1,19,3.72,3.44,15.3
C00454,2027,Management,0,29,3.39,3.07,12.3
C03015,2027,Data Science,0,37,2.81,2.36,19.6
C00869,2027,English,0,37,2.66,3.68,18.5
C00634,2027,Cyber Science,0,39,3.9,2.85,18
C01501,2027,Astronautical Engineering,1,20,3.93,4,21.7
C02592,2027,Economics,1,12,2.3,3.95,15.5
C03814,2027,Foreign Area Studies,0,5,3.24,3.72,21.2
C02830,2027,Management,0,4,1.78,3.43,14.6
C03516,2027,Management,0,12,2.08,2.9,14.8
C02771,2027,Aeronautical Engineering,0,6,4,2.31,21.1
C03185,2027,Civil & Environmental Engineering,1,22,3.17,2.82,21.1
C03240,2027,Management,0,29,1.51,3.47,16.8
C02958,2027,Computer Science,0,5,2.06,3.87,13.8
C00900,2027,Systems Engineering,0,29,2.9,2.55,20.7
C03008,2027,Management,0,5,2.94,3.69,10.5
C02928,2027,Mechanical Engineering,0,6,2.8,3.69,28
C00880,2027,Management,1,5,1.52,4,8.3
C00384,2027,English,1,30,2.7,3.94,15.1
C00348,2027,Electrical & Computer Engineering,1,22,3.1,4,19.7
C00725,2027,Mechanical Engineering,0,14,3.16,3.38,23.8
C00143,2027,Management,0,22,2.8,2.73,13
C02374,2027,Computer Science,0,22,3.48,3.44,21.3
C00881,2027,Computer Science,0,13,3.05,4,20.6
C00538,2027,Aeronautical Engineering,0,11,2.32,2.93,26.2
C00526,2027,Geospatial Science,0,40,2.67,2.47,18.7
C02235,2027,Chemistry,0,22,3.41,3.06,21.4
C01240,2027,Military & Strategic Studies,1,12,2.93,4,17.5
C01491,2027,Military & Strategic Studies,0,26,1.2,2.84,17.7
C00117,2027,Military & Strategic Studies,0,40,3.22,1.84,22.3
C02945,2027,Management,0,26,2.17,2.82,15.6
C00580,2027,Electrical & Computer Engineering,0,3,4,2.37,29.8
C01042,2027,Cyber Science,0,8,2.95,2.92,20.9
C02586,2027,Management,0,29,2.24,4,11.6
C02302,2027,Aeronautical Engineering,0,15,3.27,3.18,25.5
C02367,2027,Operations Research,0,19,3.98,3.32,20.5
C02441,2027,Chemistry,0,13,1.92,3.31,17.3
C00065,2027,Management,1,38,2.31,4,10.4
C02888,2027,Economics,0,10,2.54,1.77,16.4
C00652,2027,Meteorology,0,34,4,3.24,28.4
C03187,2027,Economics,0,14,1.94,3.43,18
C03673,2027,Aeronautical Engineering,0,25,2.67,3.17,23.3
C03728,2027,Behavioral Sciences,0,7,2.69,2.54,16.3
C00777,2027,Management,0,12,1.89,2.93,18.4
C01878,2027,Management,1,31,2.22,4,8.3
C00849,2027,Legal Studies,0,2,1.48,2.74,13
C00629,2027,English,0,25,4,2.18,19.1
C01326,2027,Foreign Area Studies,0,38,2.2,2.62,18.9
C00933,2027,Astronautical Engineering,1,24,3.3,3.73,24.1
C02284,2027,Aeronautical Engineering,0,26,1.45,3.89,23.5
C02145,2027,Chemistry,1,13,2.99,3.53,15.6
C03109,2027,Political Science,0,20,3.02,3.14,18.3
C02406,2027,Behavioral Sciences,0,7,2.71,3.78,13.7
C00964,2027,Astronautical Engineering,0,31,2.96,2.63,21.2
C00911,2027,Systems Engineering,0,33,2.2,3.45,18
C00862,2027,Computer Science,0,37,1.28,3.47,12
C00625,2027,Cyber Science,0,31,2.98,2.26,16.4
C03979,2027,Economics,0,19,4,2.17,21.9
C01227,2027,History,0,34,3.67,3.64,21.1
C00054,2027,Political Science,0,21,3.48,4,20.3
C03483,2027,Aeronautical Engineering,0,6,3.69,2.8,25.3
C02646,2027,Mechanical Engineering,0,36,3.41,2.92,27.3
C01633,2027,History,0,17,2.99,2.42,19.5
C03349,2027,Meteorology,0,16,3.04,1.89,21.5
C03391,2027,Mechanical Engineering,0,21,2.28,3.09,19.2
C00628,2027,Systems Engineering,0,10,3.53,2.55,19.9
C02621,2027,Physics,0,3,1.19,3.28,20
C02107,2027,Electrical & Computer Engineering,0,22,1.24,1.58,14.9
C02175,2027,Management,0,35,2.89,2.99,20.9
C03943,2027,Cyber Science,0,11,3.12,2.14,23.3
C01120,2027,Systems Engineering,0,19,2.71,3.38,17.5
C03623,2027,Economics,0,17,3.47,1.62,20.6
C01860,2027,Economics,0,33,2.03,2.92,13.6
C00728,2027,Systems Engineering,1,11,3.64,2.69,18.8
C02297,2027,Management,0,22,1.72,3.53,12.8
C01660,2027,Management,0,17,3.08,2.89,16.3
C03009,2027,History,0,4,3.6,2.91,16.7
C00485,2027,History,1,24,3.65,3.27,18.1
C03726,2027,Astronautical Engineering,0,15,3.23,2.49,30.4
C02095,2027,Mechanical Engineering,0,35,2.97,2.42,24.7
C00789,2027,Systems Engineering,0,8,4,3.22,22.8
C02723,2027,English,0,14,3.46,2.63,20.8
C00897,2027,Military & Strategic Studies,0,16,2.51,3.53,18.8
C03562,2027,Civil & Environmental Engineering,0,26,2.87,2.81,23.7
C01979,2027,Political Science,0,22,1.86,2.32,17.5
C02287,2027,English,0,2,2.95,2.92,18.5
C03862,2027,Meteorology,0,5,2.35,2.62,23.3
C02111,2027,Computer Science,1,23,3.97,4,19.2
C01734,2027,Physics,0,26,3.16,2.74,19.7
C00018,2027,Civil & Environmental Engineering,0,15,3.79,3.4,20.1
C03155,2027,Data Science,0,35,2.67,2.24,17.3
C01265,2027,English,0,37,2.98,2.36,16.6
C03560,2027,Management,1,30,3.32,3.57,14.4
C01270,2027,Aeronautical Engineering,0,6,3.65,4,23.8
C01307,2027,Computer Science,0,28,3.6,2.55,23.6
C00307,2027,Economics,0,5,3.43,3.64,21.3
C03333,2027,Cyber Science,0,34,2.8,2.64,19.8
C00748,2027,Geospatial Science,0,39,3.45,3.17,22.3
C03508,2027,Meteorology,0,8,3.99,3.04,19.7
C01698,2027,Political Science,0,4,3.37,2.68,20.7
C01591,2027,Mathematical Sciences,1,5,2.41,3.07,16.6
C00615,2027,Economics,0,28,1.75,2.24,17.9
C03925,2027,Civil & Environmental Engineering,0,1,2.23,3.16,20.2
C02743,2027,Behavioral Sciences,0,9,2.24,2.22,19.9
C03083,2027,Astronautical Engineering,1,32,2.47,4,15.9
C01066,2027,Military & Strategic Studies,0,12,2.72,2.31,14.8
C03420,2027,Legal Studies,1,1,2.34,4,14.9
C03919,2027,Management,0,3,2.66,2.92,16.9
C02795,2027,Cyber Science,0,31,4,2.52,22.8
C03962,2027,Electrical & Computer Engineering,0,4,2.39,3.18,18.9
C02746,2027,Astronautical Engineering,0,34,2.4,2.73,18.4
C02902,2027,Aeronautical Engineering,0,24,3.15,2.49,16.8
C01993,2027,Computer Science,0,24,3.35,2.22,16.4
C02485,2027,Operations Research,0,6,2.74,3.32,16.5
C02561,2027,Foreign Area Studies,0,39,3.46,2.47,22.1
C03107,2027,Management,0,38,2.58,2.86,11.4
C00779,2027,Systems Engineering,0,5,3.97,3.53,20.1
C03453,2027,Management,0,28,2.99,2.99,12.9
C00068,2027,Management,1,28,3.1,4,17.4
C02773,2027,Systems Engineering,0,5,2.89,3.14,18.5
C00626,2027,Geospatial Science,0,20,3.02,2.94,17.2
C00914,2027,History,1,23,3.05,4,19.9
C03611,2027,Foreign Area Studies,0,39,3.17,3.68,17.5
C01783,2027,Physics,0,32,3.02,3.34,24.4
C03295,2027,Political Science,1,19,2.46,3.52,12.5
C02942,2027,Management,0,9,3.06,3.67,16.2
C00300,2027,Economics,0,33,2.76,2.64,11.7
C01526,2027,Foreign Area Studies,0,10,2.78,3.28,21
C00468,2027,Foreign Area Studies,0,22,2.77,2.56,18.3
C03696,2027,Management,0,19,2.24,2.57,17.7
C00276,2027,Cyber Science,0,16,4,3.75,22.3
C01198,2027,Data Science,0,36,3.12,3.17,20.3
C02438,2027,Aeronautical Engineering,0,37,2.62,2.81,20.1
C03359,2027,Civil & Environmental Engineering,0,19,3.11,1.62,23.2
C01458,2027,Management,0,4,3.88,2.32,20.8
C00607,2027,Data Science,0,20,3.38,3.26,16.2
C03951,2027,Political Science,0,14,2.39,3.14,24.4
C02552,2027,Behavioral Sciences,1,3,1.83,4,14.5
C03701,2027,Mathematical Sciences,1,35,3,3.73,16.8
C02122,2027,Management,0,14,3.7,2.97,14.7
C01578,2027,Cyber Science,0,33,4,2.71,22.2
C03467,2027,Biology,0,17,1.45,2.37,15.2
C01649,2027,Civil & Environmental Engineering,0,1,2.47,2.57,17.7
C01072,2027,Aeronautical Engineering,1,28,2.84,3.49,18.8
C02529,2027,Management,0,5,2.56,2.57,14.3
C00043,2027,Legal Studies,0,22,2.13,2.45,17.6
C01527,2027,Management,1,34,3.33,4,13.5
C00798,2027,Civil & Environmental Engineering,0,22,3.01,3.18,20
C01114,2027,History,0,23,2.51,2.99,10.6
C02775,2027,Meteorology,0,39,2.73,3.24,19.2
C01706,2027,Management,1,38,2.35,3.82,13.5
C03930,2027,Management,0,8,2.55,3.28,15.4
C02198,2027,Systems Engineering,0,12,4,3.83,26.8
C02306,2027,English,0,7,2.71,3.41,17.7
C02550,2027,Behavioral Sciences,0,12,2.84,3.25,21.1
C01897,2027,Behavioral Sciences,0,6,2.67,2.78,23.2
C00955,2027,Cyber Science,0,23,3.56,2.4,23.1
C01053,2027,Electrical & Computer Engineering,0,21,2.69,2.29,16.6
C01774,2027,Management,0,26,3.98,1.98,20.5
C01356,2027,History,0,10,2.81,3.48,14.3
C00706,2027,English,0,39,2.66,3.45,22.1
C01293,2027,Mechanical Engineering,0,13,2.09,3.51,22.3
C02885,2027,Management,0,10,2.53,2.87,23.2
C03160,2027,History,1,27,2.41,3.2,13.7
C02873,2027,Management,1,15,2.59,4,8.4
C02528,2027,Civil & Environmental Engineering,0,18,3.39,2.96,24.2
C00618,2027,Management,0,35,2.31,3.1,13.2
C00986,2027,Aeronautical Engineering,0,10,3.65,3.43,22.3
C00239,2027,Civil & Environmental Engineering,0,35,3.84,3.43,25
C01344,2027,Management,0,13,1.89,2.59,15.7
C03285,2027,Management,0,16,3.85,3.24,13.9
C00328,2027,Management,0,8,2.82,2.18,16.5
C01672,2027,Systems Engineering,1,8,3.36,3.23,22.3
C03069,2027,Electrical & Computer Engineering,0,27,2.76,3.29,21
C04035,2027,Computer Science,0,13,3.05,2.79,17.5
C01475,2027,Cyber Science,0,29,3.22,3.7,20.4
C03033,2027,Management,0,36,1.12,2.48,14.9
C03399,2027,Cyber Science,0,14,2.53,3.03,14
C02731,2027,Systems Engineering,0,21,2.27,4,16.9
C00258,2027,Behavioral Sciences,0,6,2.84,2.75,22.6
C01394,2027,Foreign Area Studies,0,22,3.6,2.93,23.3
C03732,2027,Physics,0,27,1.98,2.6,15.2
C00825,2027,Computer Science,1,8,2.56,4,18.4
C01128,2027,Military & Strategic Studies,0,8,3.1,3.6,16.7
C02747,2027,Political Science,0,11,2.22,3.72,17
C00895,2027,Operations Research,0,15,2.44,2.29,20.9
C03956,2027,History,0,25,3.56,3.32,19.8
C01218,2027,Cyber Science,0,25,4,2.77,20.2
C02832,2027,Data Science,0,11,2.69,3.2,9.6
C00616,2027,Management,0,24,1.89,3.75,12.7
C02547,2027,Political Science,0,1,1.81,2.74,15.6
C01070,2027,Foreign Area Studies,0,38,2.06,1.83,21.6
C00896,2027,Computer Science,0,32,1.78,2.47,17.9
C00035,2027,Management,1,5,2.79,4,6
C02397,2027,Economics,0,28,1.82,3.48,18.9
C01764,2027,Management,0,4,3.06,3.32,16.8
C02682,2027,Political Science,0,38,2.57,2.26,19.6
C00024,2027,Chemistry,0,4,4,2.45,25.4
C01547,2027,Political Science,0,32,3.68,2.78,22.7
C01689,2027,Biology,0,38,1.43,3.31,19.3
C00270,2027,Economics,0,3,3.03,2.45,18.1
C01835,2027,Military & Strategic Studies,0,24,2.02,3.02,12.5
C02635,2027,Meteorology,0,30,3.67,3.3,21.4
C00478,2027,Systems Engineering,1,34,3.39,4,16.4
C00424,2027,Biology,0,40,3.69,3.62,22.2
C02031,2027,Computer Science,0,18,4,3.12,22.3
C02488,2027,Geospatial Science,1,12,2.7,3.86,17.9
C01419,2027,Systems Engineering,0,25,2.79,3.54,17.9
C03133,2027,Systems Engineering,0,17,2.67,2.8,21.8
C04019,2027,Management,0,33,2.83,3.06,14.3
C01947,2027,Management,0,14,2.99,3.62,15.7
C02511,2027,Management,1,23,3.26,3.63,13.4
C03775,2027,Physics,0,24,2.06,3.14,16.9
C01966,2027,Mathematical Sciences,0,7,2.42,4,22.2
C01657,2027,Economics,1,29,1.49,3.45,10.1
C01368,2027,Civil & Environmental Engineering,0,9,3.26,3.18,23.5
C01530,2027,Behavioral Sciences,0,31,2.48,2.5,12.6
C03792,2027,Mathematical Sciences,0,22,3.82,3.5,24.5
C00513,2027,Cyber Science,0,28,3.82,3.45,20.7
C03087,2027,Data Science,1,1,3.11,3.82,14.9
C01297,2027,Cyber Science,0,35,3.26,2.85,23.1
C03791,2027,History,0,40,2.26,3.77,16.9
C01848,2027,Mechanical Engineering,1,26,4,4,19.9
C00595,2027,Mechanical Engineering,1,9,2.88,4,16.5
C03978,2027,Mathematical Sciences,0,4,2.83,2.94,20.1
C02467,2027,Mechanical Engineering,0,33,3.09,2.37,19.4
C02949,2027,Systems Engineering,0,15,3.88,1.44,24.9
C02977,2027,Astronautical Engineering,0,31,3.34,2.74,27.4
C00320,2027,Aeronautical Engineering,1,19,2.66,3.4,18.4
C02854,2027,History,0,13,1.7,2.75,18.4
C02534,2027,Political Science,0,21,2.5,2.45,16.6
C03239,2027,Economics,1,33,4,4,17.7
C02032,2027,Mechanical Engineering,0,10,3.23,2.64,27.2
C01096,2027,Operations Research,0,31,3.27,2.94,23.8
C02569,2027,Systems Engineering,1,34,3.08,3.96,16.9
C02951,2027,Military & Strategic Studies,0,14,1.85,2.31,11.4
C01756,2027,English,0,39,2.66,3.38,18.1
C02892,2027,Chemistry,0,23,4,2.94,23.3
C00910,2027,Management,0,38,3.31,4,13.6
C02368,2027,Management,0,27,3.04,3.03,12.1
C03502,2027,Electrical & Computer Engineering,0,36,3.48,2.06,22.2
C02863,2027,Management,0,25,2.65,3.24,17.6
C00085,2027,Geospatial Science,1,19,3.04,3.94,16.6
C01910,2027,Management,0,14,3.34,2.78,16.2
C02966,2027,English,0,22,2.15,2.92,18.8
C00685,2027,Biology,0,29,2.79,2.62,23.6
C01533,2027,Political Science,1,33,2.58,3.84,15.8
C02968,2027,Systems Engineering,0,24,2.94,1.9,18.5
C02985,2027,Management,0,7,2.89,3.69,21.7
C02232,2027,Cyber Science,0,33,4,2.8,20.1
C03051,2027,Mechanical Engineering,0,25,2.36,3.27,22.6
C02158,2027,Aeronautical Engineering,0,2,4,2.7,23.8
C03567,2027,Cyber Science,0,9,2.89,2.81,14.4
C01180,2027,Mechanical Engineering,0,5,3.23,1.9,24.3
C03414,2027,English,0,2,3.48,2.17,24.2
C00293,2027,Cyber Science,1,40,2.11,4,16.4
C00821,2027,Cyber Science,0,28,3.67,3.58,20.4
C03338,2027,Cyber Science,0,34,3.66,1.89,18.8
C03903,2027,Military & Strategic Studies,0,6,2.5,3.04,17.5
C03644,2027,Aeronautical Engineering,0,8,2.91,3.36,20.5
C01651,2027,Foreign Area Studies,0,26,3.04,3.44,17.3
C03201,2027,Economics,0,15,2.23,3.37,11.4
C00757,2027,Political Science,0,18,1.67,2.33,16.4
C03735,2027,Computer Science,0,8,3.04,2.26,18.8
C02703,2027,History,0,12,2.8,3.03,17.1
C00863,2027,Economics,0,2,2.8,3.21,22.4
C00922,2027,Economics,0,25,4,2.07,21.6
C01607,2027,Systems Engineering,0,15,3.83,2.16,21.8
C00248,2027,Mathematical Sciences,0,26,3.55,2.86,20.3
C01402,2027,Astronautical Engineering,0,9,4,3.29,22.6
C02508,2027,Meteorology,0,39,3.22,2.92,24
C00624,2027,Economics,0,2,0.61,2.66,21
C00181,2027,History,1,24,1.9,3.75,13.7
C01600,2027,Political Science,0,13,3.89,1.56,10.5
C03625,2027,Foreign Area Studies,0,5,1.38,2.47,10.3
C00160,2027,Computer Science,0,10,4,3.3,24.6
C01181,2027,Economics,1,13,3.37,3.81,14.8
C01062,2027,Management,0,7,2.59,3.46,18.7
C01823,2027,Management,0,39,2.77,3.1,18
C03671,2027,English,1,34,3.11,4,22.1
C01048,2027,English,1,36,1.19,4,11.3
C03910,2027,Management,0,4,1.63,2.79,5.6
C01260,2027,Management,0,19,2.49,2.78,18.4
C02153,2027,Political Science,0,25,1.89,3.21,11.7
C01926,2027,History,1,5,2.31,3.26,13.7
C00769,2027,Management,1,2,2.53,3.66,8.9
C01481,2027,Aeronautical Engineering,0,33,2.18,2.45,25
C02149,2027,Management,0,1,3.38,2.9,13.7
C02843,2027,Civil & Environmental Engineering,0,38,2.71,2.84,19.7
C03950,2027,Management,1,21,3.06,4,14.5
C03965,2027,English,1,35,2.26,3.41,10.4
C02779,2027,Behavioral Sciences,1,13,1.57,3.54,8.2
C02736,2027,Military & Strategic Studies,0,40,1.94,2.13,13.6
C00921,2027,Aeronautical Engineering,0,35,2.5,4,23.8
C02418,2027,Astronautical Engineering,0,7,1.88,2.27,15.3
C01523,2027,Management,1,29,1.14,4,11.2
C03424,2027,Meteorology,0,5,4,3.4,20.5
C03197,2027,Political Science,1,7,3.04,3.03,14.1
C03303,2027,Management,0,34,3.46,2.96,19.5
C03426,2027,Aeronautical Engineering,0,26,3.26,3.28,30.5
C02540,2027,Management,0,30,3.03,3.05,16.2
C03745,2027,Chemistry,0,20,3.67,2.73,23.8
C02583,2027,Management,0,35,2.69,2.23,14.7
C01879,2027,Cyber Science,0,21,2.83,3.6,22.8
C00056,2027,Political Science,1,27,1.97,4,15.9
C04024,2027,Management,1,7,2.93,4,12.4
C00583,2027,Economics,0,34,1.85,3.16,15.8
C03488,2027,Computer Science,0,25,2.85,3.67,22.7
C02604,2027,Systems Engineering,0,13,2.91,3.18,22.7
C02735,2027,Management,0,34,2.22,3.39,10.8
C00486,2027,Behavioral Sciences,0,17,2.05,2.68,14.2
C02120,2027,Systems Engineering,0,2,2.25,2.19,25.7
C01905,2027,Computer Science,0,13,2.95,3.53,17.8
C02620,2027,Astronautical Engineering,0,31,2.84,2.65,20.3
C02993,2027,Behavioral Sciences,0,27,2.85,3.41,22.8
C02020,2027,Military & Strategic Studies,0,4,3.66,2.35,18.6
C02251,2027,Management,0,36,2.7,2.6,15.9
C02838,2027,Legal Studies,1,1,1.98,4,13.5
C02323,2027,Foreign Area Studies,0,38,2.24,3.91,18.6
C00965,2027,Management,0,24,2.65,3.33,18.6
C03165,2027,Economics,1,2,2.19,2.95,10.8
C00313,2027,Political Science,0,7,3.7,2.55,22.2
C02073,2027,Aeronautical Engineering,0,37,3.44,3.62,22.1
C02341,2027,History,0,4,1.97,1.66,19.2
C00577,2027,Management,0,24,2.03,3.26,17.5
C02857,2027,Management,0,35,3.58,3.19,16
C01441,2027,Chemistry,0,1,2.43,3.12,18.5
C00435,2027,English,0,19,2.28,1.84,20.4
C00261,2027,Mechanical Engineering,1,7,2.94,3.82,15.1
C01805,2027,English,1,7,4,3.3,15.9
C03731,2027,Cyber Science,0,30,2.52,2.63,17.7
C00936,2027,Meteorology,1,23,2.98,4,20.2
C03594,2027,Management,0,6,1.59,2.71,11.1
C02571,2027,Management,0,27,2.12,2.79,10.5
C02924,2027,Legal Studies,1,27,2.37,3.08,12.3
C02860,2027,Cyber Science,0,8,2.42,2.4,16.8
C00682,2027,Computer Science,0,1,3.58,1.52,24.8
C02912,2027,Economics,0,3,2.64,3.41,12.4
C02648,2027,Economics,1,25,2.04,4,14.3
C00351,2027,Physics,0,22,4,2.59,24.8
C02896,2027,Aeronautical Engineering,0,5,2.71,2.41,22.6
C03618,2027,Computer Science,0,12,3.91,2.48,22.3
C00860,2027,Economics,0,21,3.29,1.93,12.3
C00549,2027,Astronautical Engineering,0,25,4,3.01,23.2
C02803,2027,Aeronautical Engineering,0,32,3.64,3.01,19.9
C01425,2027,Astronautical Engineering,1,25,4,3.66,24.2
C03357,2027,Mathematical Sciences,0,29,3.49,3.51,17.2
C02717,2027,Management,0,27,2.38,3.1,14.1
C00325,2027,Systems Engineering,0,3,3.41,3.22,19.9
C01720,2027,Civil & Environmental Engineering,0,23,2.69,3.04,19.2
C03970,2027,Electrical & Computer Engineering,0,36,3.88,3.67,21.9
C00841,2027,Management,0,39,3.34,3.32,28.3
C01415,2027,Electrical & Computer Engineering,0,40,3.18,2.83,20.7
C03369,2027,Computer Science,0,40,2.89,3.14,24
C02864,2027,Aeronautical Engineering,0,1,3.63,3.71,21.1
C03650,2027,Military & Strategic Studies,0,31,1.8,2.53,21.3
C03398,2027,Foreign Area Studies,0,2,2.9,2.82,16.4
C00194,2027,Management,0,21,3.19,2.69,14.5
C00553,2027,History,0,3,1.69,3.18,19.5
C01522,2027,Aeronautical Engineering,1,40,3.95,4,19
C01535,2027,Physics,0,34,3.51,2.93,21.7
C02445,2027,Management,0,38,3.36,3.28,17.4
C03437,2027,History,1,37,2.81,3.81,15.6
C02729,2027,Electrical & Computer Engineering,0,6,2.31,3.31,21.2
C01371,2027,Physics,1,3,3.32,3.87,17.1
C00519,2027,Military & Strategic Studies,0,34,2.93,4,18.7
C01863,2027,Economics,1,6,1.54,3.39,15.9
C03561,2027,History,1,23,1.48,4,13.2
C03455,2027,Physics,0,28,2.57,3.69,20.5
C00150,2027,Political Science,1,5,2.24,4,13.3
C02517,2027,Electrical & Computer Engineering,0,15,3.73,3.24,17.4
C00173,2027,Military & Strategic Studies,0,19,3.84,3.03,17.2
C03290,2027,Management,0,7,2.21,3.1,15.5
C01186,2027,Systems Engineering,0,21,3.24,2.77,24.7
C00656,2027,Legal Studies,0,35,2.54,2.6,16
C03886,2027,Geospatial Science,0,10,2.94,3.4,19.9
C00567,2027,History,1,18,2.85,4,15
C00063,2027,Physics,0,36,2.67,2.96,16.6
C01003,2027,Military & Strategic Studies,1,36,3.92,3.72,17.4
C03315,2027,Aeronautical Engineering,0,30,2.86,2.63,23.5
C00838,2027,Computer Science,0,14,3.55,2.6,26.9
C02309,2027,Mechanical Engineering,0,26,4,3.26,22.3
C03071,2027,Political Science,0,31,2.07,2.4,20.5
C02807,2027,History,0,21,2.9,2.73,14.5
C01590,2027,Computer Science,0,30,3.55,2.54,21.3
C03868,2027,Political Science,0,28,2.45,3.32,11.1
C00636,2027,Management,0,15,2.28,1.94,12.1
C00812,2027,Legal Studies,0,12,3.86,3.36,16.6
